#(1) log(M_min) log of the minimum halo mass of the selection in logscale (in units of Msol/h)
#(2) log(M_max) log of the maximum halo mass of the selection in logscale (in units of Msol/h)
#(3) log(dM_min) log of the minimum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(4) log(dM_max) log of the maximum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(5) log(dz_min) log of the minimum change of redshift of the selection in logscale (calculated as z1-z2)
#(6) log(dz_max) log of the maximum change of redshift of the selection in logscale (calculated as z1-z2)
#(7) Angle
#log(M_min)	log(M_max)	log(dM_min)	log(dM_max)	log(dz_min)	log(dz_max)	Angle
12.925 13.1 -2.55 -2.4 -1.6 -1.5 3.6706338473
12.925 13.1 -2.55 -2.4 -1.5 -1.4 4.62778521364
12.925 13.1 -2.55 -2.4 -1.4 -1.3 5.70377870546
12.925 13.1 -2.55 -2.4 -1.3 -1.2 7.00845823762
12.925 13.1 -2.55 -2.4 -1.2 -1.1 8.26284281741
12.925 13.1 -2.55 -2.4 -1.1 -1.0 10.1202252177
12.925 13.1 -2.55 -2.4 -1.0 -0.9 11.4376760432
12.925 13.1 -2.55 -2.4 -0.9 -0.8 14.5123624001
12.925 13.1 -2.55 -2.4 -0.8 -0.7 21.877932125
12.925 13.1 -2.55 -2.4 -0.7 -0.6 34.2612808
12.925 13.1 -2.55 -2.4 -0.6 -0.5 39.087917598
12.925 13.1 -2.4 -2.25 -2.5 -2.4 0.982018746161
12.925 13.1 -2.4 -2.25 -2.4 -2.3 1.0023285861
12.925 13.1 -2.4 -2.25 -2.3 -2.2 1.15117372385
12.925 13.1 -2.4 -2.25 -2.2 -2.1 1.14518884165
12.925 13.1 -2.4 -2.25 -2.1 -2.0 1.33911234769
12.925 13.1 -2.4 -2.25 -2.0 -1.9 1.59028485483
12.925 13.1 -2.4 -2.25 -1.9 -1.8 1.93126014673
12.925 13.1 -2.4 -2.25 -1.8 -1.7 2.43242902313
12.925 13.1 -2.4 -2.25 -1.7 -1.6 2.92083576562
12.925 13.1 -2.4 -2.25 -1.6 -1.5 3.67466427376
12.925 13.1 -2.4 -2.25 -1.5 -1.4 4.74002415085
12.925 13.1 -2.4 -2.25 -1.4 -1.3 5.95855428685
12.925 13.1 -2.4 -2.25 -1.3 -1.2 7.01030911158
12.925 13.1 -2.4 -2.25 -1.2 -1.1 8.96931811831
12.925 13.1 -2.4 -2.25 -1.1 -1.0 10.5295050848
12.925 13.1 -2.4 -2.25 -1.0 -0.9 12.1818795669
12.925 13.1 -2.4 -2.25 -0.9 -0.8 15.8549257414
12.925 13.1 -2.4 -2.25 -0.8 -0.7 17.0811550862
12.925 13.1 -2.4 -2.25 -0.7 -0.6 27.6683812189
12.925 13.1 -2.4 -2.25 -0.6 -0.5 34.3211039762
12.925 13.1 -2.25 -2.1 -2.5 -2.4 1.25089573942
12.925 13.1 -2.25 -2.1 -2.4 -2.3 1.25384487669
12.925 13.1 -2.25 -2.1 -2.3 -2.2 1.481705997
12.925 13.1 -2.25 -2.1 -2.2 -2.1 1.46645386767
12.925 13.1 -2.25 -2.1 -2.1 -2.0 1.5337358262
12.925 13.1 -2.25 -2.1 -2.0 -1.9 1.71961001783
12.925 13.1 -2.25 -2.1 -1.9 -1.8 1.94821782169
12.925 13.1 -2.25 -2.1 -1.8 -1.7 2.3312816732
12.925 13.1 -2.25 -2.1 -1.7 -1.6 2.84468355643
12.925 13.1 -2.25 -2.1 -1.6 -1.5 3.63718992956
12.925 13.1 -2.25 -2.1 -1.5 -1.4 4.54462792919
12.925 13.1 -2.25 -2.1 -1.4 -1.3 5.69413573211
12.925 13.1 -2.25 -2.1 -1.3 -1.2 7.35027762085
12.925 13.1 -2.25 -2.1 -1.2 -1.1 8.77167384322
12.925 13.1 -2.25 -2.1 -1.1 -1.0 10.7703738305
12.925 13.1 -2.25 -2.1 -1.0 -0.9 13.9184710542
12.925 13.1 -2.25 -2.1 -0.9 -0.8 16.5830099656
12.925 13.1 -2.25 -2.1 -0.8 -0.7 17.5644421745
12.925 13.1 -2.25 -2.1 -0.7 -0.6 16.0779459437
12.925 13.1 -2.25 -2.1 -0.6 -0.5 89.4385341039
12.925 13.1 -2.1 -1.95 -2.5 -2.4 1.60901969822
12.925 13.1 -2.1 -1.95 -2.4 -2.3 1.49416493271
12.925 13.1 -2.1 -1.95 -2.3 -2.2 1.88165951266
12.925 13.1 -2.1 -1.95 -2.2 -2.1 1.90256678334
12.925 13.1 -2.1 -1.95 -2.1 -2.0 1.99862826329
12.925 13.1 -2.1 -1.95 -2.0 -1.9 2.06290448861
12.925 13.1 -2.1 -1.95 -1.9 -1.8 2.1793789927
12.925 13.1 -2.1 -1.95 -1.8 -1.7 2.473964204
12.925 13.1 -2.1 -1.95 -1.7 -1.6 2.84873072323
12.925 13.1 -2.1 -1.95 -1.6 -1.5 3.44439564657
12.925 13.1 -2.1 -1.95 -1.5 -1.4 4.4132092932
12.925 13.1 -2.1 -1.95 -1.4 -1.3 5.52163278583
12.925 13.1 -2.1 -1.95 -1.3 -1.2 7.10158570905
12.925 13.1 -2.1 -1.95 -1.2 -1.1 8.79438188681
12.925 13.1 -2.1 -1.95 -1.1 -1.0 10.3855808115
12.925 13.1 -2.1 -1.95 -1.0 -0.9 13.3270091136
12.925 13.1 -2.1 -1.95 -0.9 -0.8 13.8648889118
12.925 13.1 -2.1 -1.95 -0.8 -0.7 18.2615577755
12.925 13.1 -2.1 -1.95 -0.7 -0.6 17.137482234
12.925 13.1 -2.1 -1.95 -0.6 -0.5 27.23845893
12.925 13.1 -1.95 -1.8 -2.5 -2.4 2.1676613921
12.925 13.1 -1.95 -1.8 -2.4 -2.3 1.94459530406
12.925 13.1 -1.95 -1.8 -2.3 -2.2 2.32084427463
12.925 13.1 -1.95 -1.8 -2.2 -2.1 2.42805025513
12.925 13.1 -1.95 -1.8 -2.1 -2.0 2.43575743297
12.925 13.1 -1.95 -1.8 -2.0 -1.9 2.57685704273
12.925 13.1 -1.95 -1.8 -1.9 -1.8 2.68604898717
12.925 13.1 -1.95 -1.8 -1.8 -1.7 2.85663368581
12.925 13.1 -1.95 -1.8 -1.7 -1.6 3.15346381703
12.925 13.1 -1.95 -1.8 -1.6 -1.5 3.59099672175
12.925 13.1 -1.95 -1.8 -1.5 -1.4 4.31401973953
12.925 13.1 -1.95 -1.8 -1.4 -1.3 5.41379856222
12.925 13.1 -1.95 -1.8 -1.3 -1.2 7.06800270314
12.925 13.1 -1.95 -1.8 -1.2 -1.1 8.61455920103
12.925 13.1 -1.95 -1.8 -1.1 -1.0 11.0781012431
12.925 13.1 -1.95 -1.8 -1.0 -0.9 12.4407598979
12.925 13.1 -1.95 -1.8 -0.9 -0.8 16.5192322719
12.925 13.1 -1.95 -1.8 -0.8 -0.7 17.9224324607
12.925 13.1 -1.95 -1.8 -0.7 -0.6 17.6095945119
12.925 13.1 -1.95 -1.8 -0.6 -0.5 32.7858735585
12.925 13.1 -1.8 -1.65 -2.5 -2.4 2.67475846974
12.925 13.1 -1.8 -1.65 -2.4 -2.3 2.55344715388
12.925 13.1 -1.8 -1.65 -2.3 -2.2 3.31119587
12.925 13.1 -1.8 -1.65 -2.2 -2.1 3.1910358604
12.925 13.1 -1.8 -1.65 -2.1 -2.0 3.08309438799
12.925 13.1 -1.8 -1.65 -2.0 -1.9 3.24279000256
12.925 13.1 -1.8 -1.65 -1.9 -1.8 3.50913537285
12.925 13.1 -1.8 -1.65 -1.8 -1.7 3.60818650098
12.925 13.1 -1.8 -1.65 -1.7 -1.6 3.81528586039
12.925 13.1 -1.8 -1.65 -1.6 -1.5 4.00446170607
12.925 13.1 -1.8 -1.65 -1.5 -1.4 4.70856492075
12.925 13.1 -1.8 -1.65 -1.4 -1.3 5.4885387649
12.925 13.1 -1.8 -1.65 -1.3 -1.2 6.45231442773
12.925 13.1 -1.8 -1.65 -1.2 -1.1 8.19180737526
12.925 13.1 -1.8 -1.65 -1.1 -1.0 10.8295230586
12.925 13.1 -1.8 -1.65 -1.0 -0.9 13.7550533584
12.925 13.1 -1.8 -1.65 -0.9 -0.8 13.6610026237
12.925 13.1 -1.8 -1.65 -0.8 -0.7 18.0749615668
12.925 13.1 -1.8 -1.65 -0.7 -0.6 26.0256893702
12.925 13.1 -1.8 -1.65 -0.6 -0.5 29.5737487102
12.925 13.1 -1.65 -1.5 -2.5 -2.4 3.39243855704
12.925 13.1 -1.65 -1.5 -2.4 -2.3 3.28651897136
12.925 13.1 -1.65 -1.5 -2.3 -2.2 3.61219938084
12.925 13.1 -1.65 -1.5 -2.2 -2.1 4.02133477344
12.925 13.1 -1.65 -1.5 -2.1 -2.0 3.96736433567
12.925 13.1 -1.65 -1.5 -2.0 -1.9 4.02764609391
12.925 13.1 -1.65 -1.5 -1.9 -1.8 4.41671454615
12.925 13.1 -1.65 -1.5 -1.8 -1.7 4.46432454738
12.925 13.1 -1.65 -1.5 -1.7 -1.6 4.70056054874
12.925 13.1 -1.65 -1.5 -1.6 -1.5 4.99935395096
12.925 13.1 -1.65 -1.5 -1.5 -1.4 5.24619796372
12.925 13.1 -1.65 -1.5 -1.4 -1.3 5.92729656147
12.925 13.1 -1.65 -1.5 -1.3 -1.2 6.68265539288
12.925 13.1 -1.65 -1.5 -1.2 -1.1 8.21719645277
12.925 13.1 -1.65 -1.5 -1.1 -1.0 9.8659838471
12.925 13.1 -1.65 -1.5 -1.0 -0.9 11.6197700032
12.925 13.1 -1.65 -1.5 -0.9 -0.8 14.8986394333
12.925 13.1 -1.65 -1.5 -0.8 -0.7 18.5075256791
12.925 13.1 -1.65 -1.5 -0.7 -0.6 23.9553363696
12.925 13.1 -1.65 -1.5 -0.6 -0.5 29.7994211785
12.925 13.1 -1.5 -1.35 -2.5 -2.4 4.21188720552
12.925 13.1 -1.5 -1.35 -2.4 -2.3 4.08623341403
12.925 13.1 -1.5 -1.35 -2.3 -2.2 5.04958804062
12.925 13.1 -1.5 -1.35 -2.2 -2.1 5.60059585991
12.925 13.1 -1.5 -1.35 -2.1 -2.0 5.31269911887
12.925 13.1 -1.5 -1.35 -2.0 -1.9 5.06999306506
12.925 13.1 -1.5 -1.35 -1.9 -1.8 5.39024747825
12.925 13.1 -1.5 -1.35 -1.8 -1.7 5.93458354942
12.925 13.1 -1.5 -1.35 -1.7 -1.6 5.94777227781
12.925 13.1 -1.5 -1.35 -1.6 -1.5 6.5484664371
12.925 13.1 -1.5 -1.35 -1.5 -1.4 6.54280598576
12.925 13.1 -1.5 -1.35 -1.4 -1.3 6.86168506746
12.925 13.1 -1.5 -1.35 -1.3 -1.2 7.46166654843
12.925 13.1 -1.5 -1.35 -1.2 -1.1 8.63516567784
12.925 13.1 -1.5 -1.35 -1.1 -1.0 10.1659029855
12.925 13.1 -1.5 -1.35 -1.0 -0.9 12.0758941134
12.925 13.1 -1.5 -1.35 -0.9 -0.8 14.8105109946
12.925 13.1 -1.5 -1.35 -0.8 -0.7 17.0640019376
12.925 13.1 -1.5 -1.35 -0.7 -0.6 22.4763356326
12.925 13.1 -1.5 -1.35 -0.6 -0.5 26.7778528205
12.925 13.1 -1.35 -1.2 -2.5 -2.4 5.98558084015
12.925 13.1 -1.35 -1.2 -2.4 -2.3 5.3566946981
12.925 13.1 -1.35 -1.2 -2.3 -2.2 6.16276150303
12.925 13.1 -1.35 -1.2 -2.2 -2.1 6.72681144524
12.925 13.1 -1.35 -1.2 -2.1 -2.0 6.42630494827
12.925 13.1 -1.35 -1.2 -2.0 -1.9 7.17450284783
12.925 13.1 -1.35 -1.2 -1.9 -1.8 6.86916712219
12.925 13.1 -1.35 -1.2 -1.8 -1.7 7.4509269178
12.925 13.1 -1.35 -1.2 -1.7 -1.6 7.44762253857
12.925 13.1 -1.35 -1.2 -1.6 -1.5 8.18354717161
12.925 13.1 -1.35 -1.2 -1.5 -1.4 8.272211276
12.925 13.1 -1.35 -1.2 -1.4 -1.3 8.7046228141
12.925 13.1 -1.35 -1.2 -1.3 -1.2 8.86773098612
12.925 13.1 -1.35 -1.2 -1.2 -1.1 9.63396085676
12.925 13.1 -1.35 -1.2 -1.1 -1.0 10.8897844178
12.925 13.1 -1.35 -1.2 -1.0 -0.9 12.7287715484
12.925 13.1 -1.35 -1.2 -0.9 -0.8 14.8892236656
12.925 13.1 -1.35 -1.2 -0.8 -0.7 18.4819903475
12.925 13.1 -1.35 -1.2 -0.7 -0.6 18.6925683394
12.925 13.1 -1.35 -1.2 -0.6 -0.5 22.4716078564
12.925 13.1 -1.2 -1.05 -2.5 -2.4 6.25737223623
12.925 13.1 -1.2 -1.05 -2.4 -2.3 6.25472549449
12.925 13.1 -1.2 -1.05 -2.3 -2.2 6.63105425462
12.925 13.1 -1.2 -1.05 -2.2 -2.1 8.22860161557
12.925 13.1 -1.2 -1.05 -2.1 -2.0 7.866565539
12.925 13.1 -1.2 -1.05 -2.0 -1.9 8.77722517798
12.925 13.1 -1.2 -1.05 -1.9 -1.8 8.668838448
12.925 13.1 -1.2 -1.05 -1.8 -1.7 9.76810981209
12.925 13.1 -1.2 -1.05 -1.7 -1.6 9.91381407679
12.925 13.1 -1.2 -1.05 -1.6 -1.5 10.7206235226
12.925 13.1 -1.2 -1.05 -1.5 -1.4 10.2599535
12.925 13.1 -1.2 -1.05 -1.4 -1.3 11.0227597263
12.925 13.1 -1.2 -1.05 -1.3 -1.2 11.927948025
12.925 13.1 -1.2 -1.05 -1.2 -1.1 11.7113650025
12.925 13.1 -1.2 -1.05 -1.1 -1.0 12.6529604104
12.925 13.1 -1.2 -1.05 -1.0 -0.9 13.9351407801
12.925 13.1 -1.2 -1.05 -0.9 -0.8 15.8061277521
12.925 13.1 -1.2 -1.05 -0.8 -0.7 18.4154240343
12.925 13.1 -1.2 -1.05 -0.7 -0.6 22.4024023392
12.925 13.1 -1.2 -1.05 -0.6 -0.5 27.7635689713
12.925 13.1 -1.05 -0.9 -2.5 -2.4 7.40960734579
12.925 13.1 -1.05 -0.9 -2.4 -2.3 7.26276870688
12.925 13.1 -1.05 -0.9 -2.3 -2.2 11.5243892965
12.925 13.1 -1.05 -0.9 -2.2 -2.1 10.312967305
12.925 13.1 -1.05 -0.9 -2.1 -2.0 9.92826624701
12.925 13.1 -1.05 -0.9 -2.0 -1.9 9.08481086494
12.925 13.1 -1.05 -0.9 -1.9 -1.8 11.3480751865
12.925 13.1 -1.05 -0.9 -1.8 -1.7 12.6140700664
12.925 13.1 -1.05 -0.9 -1.7 -1.6 13.2879933868
12.925 13.1 -1.05 -0.9 -1.6 -1.5 14.0657516959
12.925 13.1 -1.05 -0.9 -1.5 -1.4 14.7963408973
12.925 13.1 -1.05 -0.9 -1.4 -1.3 14.7095699237
12.925 13.1 -1.05 -0.9 -1.3 -1.2 14.4172945425
12.925 13.1 -1.05 -0.9 -1.2 -1.1 15.8425182577
12.925 13.1 -1.05 -0.9 -1.1 -1.0 15.8939850041
12.925 13.1 -1.05 -0.9 -1.0 -0.9 16.9540671173
12.925 13.1 -1.05 -0.9 -0.9 -0.8 18.0072249573
12.925 13.1 -1.05 -0.9 -0.8 -0.7 19.5641411154
12.925 13.1 -1.05 -0.9 -0.7 -0.6 22.646065457
12.925 13.1 -1.05 -0.9 -0.6 -0.5 31.1157331052
12.925 13.1 -0.9 -0.75 -2.5 -2.4 8.87597110125
12.925 13.1 -0.9 -0.75 -2.4 -2.3 9.61073573268
12.925 13.1 -0.9 -0.75 -2.3 -2.2 14.3117271107
12.925 13.1 -0.9 -0.75 -2.2 -2.1 10.8438258101
12.925 13.1 -0.9 -0.75 -2.1 -2.0 14.0461424352
12.925 13.1 -0.9 -0.75 -2.0 -1.9 10.7356546183
12.925 13.1 -0.9 -0.75 -1.9 -1.8 14.7014957627
12.925 13.1 -0.9 -0.75 -1.8 -1.7 17.5142853935
12.925 13.1 -0.9 -0.75 -1.7 -1.6 16.4540994297
12.925 13.1 -0.9 -0.75 -1.6 -1.5 18.752000566
12.925 13.1 -0.9 -0.75 -1.5 -1.4 17.6925808751
12.925 13.1 -0.9 -0.75 -1.4 -1.3 18.4866353032
12.925 13.1 -0.9 -0.75 -1.3 -1.2 19.9737247589
12.925 13.1 -0.9 -0.75 -1.2 -1.1 20.8562918117
12.925 13.1 -0.9 -0.75 -1.1 -1.0 21.5327435175
12.925 13.1 -0.9 -0.75 -1.0 -0.9 21.7422277847
12.925 13.1 -0.9 -0.75 -0.9 -0.8 22.5993461097
12.925 13.1 -0.9 -0.75 -0.8 -0.7 22.7839491762
12.925 13.1 -0.9 -0.75 -0.7 -0.6 25.6769951144
12.925 13.1 -0.9 -0.75 -0.6 -0.5 28.6465221979
12.925 13.1 -0.75 -0.6 -2.5 -2.4 11.0753995784
12.925 13.1 -0.75 -0.6 -2.4 -2.3 14.0495666231
12.925 13.1 -0.75 -0.6 -2.3 -2.2 13.9125740211
12.925 13.1 -0.75 -0.6 -2.2 -2.1 13.5951841696
12.925 13.1 -0.75 -0.6 -2.1 -2.0 18.2512684079
12.925 13.1 -0.75 -0.6 -2.0 -1.9 15.1301995261
12.925 13.1 -0.75 -0.6 -1.9 -1.8 16.5542525059
12.925 13.1 -0.75 -0.6 -1.8 -1.7 18.2252830577
12.925 13.1 -0.75 -0.6 -1.7 -1.6 19.7870828002
12.925 13.1 -0.75 -0.6 -1.6 -1.5 22.6095365234
12.925 13.1 -0.75 -0.6 -1.5 -1.4 21.3526197598
12.925 13.1 -0.75 -0.6 -1.4 -1.3 23.259914942
12.925 13.1 -0.75 -0.6 -1.3 -1.2 26.2759535452
12.925 13.1 -0.75 -0.6 -1.2 -1.1 26.6967198454
12.925 13.1 -0.75 -0.6 -1.1 -1.0 28.3203392927
12.925 13.1 -0.75 -0.6 -1.0 -0.9 30.8236518943
12.925 13.1 -0.75 -0.6 -0.9 -0.8 29.9936015832
12.925 13.1 -0.75 -0.6 -0.8 -0.7 30.5361131067
12.925 13.1 -0.75 -0.6 -0.7 -0.6 33.9834811886
12.925 13.1 -0.75 -0.6 -0.6 -0.5 38.6401767283
12.925 13.1 -0.6 -0.45 -2.5 -2.4 14.3335913583
12.925 13.1 -0.6 -0.45 -2.4 -2.3 14.8185969905
12.925 13.1 -0.6 -0.45 -2.3 -2.2 23.187991257
12.925 13.1 -0.6 -0.45 -2.2 -2.1 17.0119114618
12.925 13.1 -0.6 -0.45 -2.1 -2.0 15.1174755767
12.925 13.1 -0.6 -0.45 -2.0 -1.9 16.5548908405
12.925 13.1 -0.6 -0.45 -1.9 -1.8 20.6321672637
12.925 13.1 -0.6 -0.45 -1.8 -1.7 21.3072926992
12.925 13.1 -0.6 -0.45 -1.7 -1.6 24.6233321609
12.925 13.1 -0.6 -0.45 -1.6 -1.5 26.186531559
12.925 13.1 -0.6 -0.45 -1.5 -1.4 27.2992772115
12.925 13.1 -0.6 -0.45 -1.4 -1.3 31.1097014334
12.925 13.1 -0.6 -0.45 -1.3 -1.2 30.5269139937
12.925 13.1 -0.6 -0.45 -1.2 -1.1 33.6820322424
12.925 13.1 -0.6 -0.45 -1.1 -1.0 35.043673713
12.925 13.1 -0.6 -0.45 -1.0 -0.9 35.3747034487
12.925 13.1 -0.6 -0.45 -0.9 -0.8 36.4027266692
12.925 13.1 -0.6 -0.45 -0.8 -0.7 40.0838901298
12.925 13.1 -0.6 -0.45 -0.7 -0.6 40.6202421663
12.925 13.1 -0.6 -0.45 -0.6 -0.5 38.3138146981
12.925 13.1 -0.45 -0.3 -2.5 -2.4 25.5981289981
12.925 13.1 -0.45 -0.3 -2.4 -2.3 28.6301521551
12.925 13.1 -0.45 -0.3 -2.3 -2.2 27.0172028231
12.925 13.1 -0.45 -0.3 -2.2 -2.1 26.772177231
12.925 13.1 -0.45 -0.3 -2.1 -2.0 33.710480108
12.925 13.1 -0.45 -0.3 -2.0 -1.9 29.9025492335
12.925 13.1 -0.45 -0.3 -1.9 -1.8 31.5571307995
12.925 13.1 -0.45 -0.3 -1.8 -1.7 28.0627675939
12.925 13.1 -0.45 -0.3 -1.7 -1.6 35.7792721862
12.925 13.1 -0.45 -0.3 -1.6 -1.5 29.8068396939
12.925 13.1 -0.45 -0.3 -1.5 -1.4 32.1268834751
12.925 13.1 -0.45 -0.3 -1.4 -1.3 35.7719154234
12.925 13.1 -0.45 -0.3 -1.3 -1.2 40.1833363463
12.925 13.1 -0.45 -0.3 -1.2 -1.1 38.3597769147
12.925 13.1 -0.45 -0.3 -1.1 -1.0 40.9604953607
12.925 13.1 -0.45 -0.3 -1.0 -0.9 44.0129168278
12.925 13.1 -0.45 -0.3 -0.9 -0.8 50.1039380256
12.925 13.1 -0.45 -0.3 -0.8 -0.7 53.8627967723
12.925 13.1 -0.45 -0.3 -0.7 -0.6 55.3289276969
12.925 13.1 -0.45 -0.3 -0.6 -0.5 55.9503716394
12.925 13.1 -0.3 -0.15 -2.5 -2.4 36.8907645444
12.925 13.1 -0.3 -0.15 -2.4 -2.3 30.3837824747
12.925 13.1 -0.3 -0.15 -2.3 -2.2 51.8911647912
12.925 13.1 -0.3 -0.15 -2.2 -2.1 46.278856348
12.925 13.1 -0.3 -0.15 -2.1 -2.0 30.1769408048
12.925 13.1 -0.3 -0.15 -2.0 -1.9 43.5984103573
12.925 13.1 -0.3 -0.15 -1.9 -1.8 38.7501999677
12.925 13.1 -0.3 -0.15 -1.8 -1.7 41.4892811523
12.925 13.1 -0.3 -0.15 -1.7 -1.6 40.0611167705
12.925 13.1 -0.3 -0.15 -1.6 -1.5 39.0452111588
12.925 13.1 -0.3 -0.15 -1.5 -1.4 55.0341569619
12.925 13.1 -0.3 -0.15 -1.4 -1.3 52.0318985462
12.925 13.1 -0.3 -0.15 -1.3 -1.2 57.6688398479
12.925 13.1 -0.3 -0.15 -1.2 -1.1 68.5838639003
12.925 13.1 -0.3 -0.15 -1.1 -1.0 64.5375711496
12.925 13.1 -0.3 -0.15 -1.0 -0.9 49.4454309205
12.925 13.1 -0.3 -0.15 -0.9 -0.8 53.512605868
12.925 13.1 -0.3 -0.15 -0.8 -0.7 62.13305349
12.925 13.1 -0.3 -0.15 -0.7 -0.6 63.4310584508
12.925 13.1 -0.3 -0.15 -0.6 -0.5 74.5833204719
12.925 13.1 -0.15 0.0 -2.5 -2.4 28.5998541872
12.925 13.1 -0.15 0.0 -2.4 -2.3 68.5237381176
12.925 13.1 -0.15 0.0 -2.3 -2.2 88.0061057379
12.925 13.1 -0.15 0.0 -2.2 -2.1 30.7656323058
12.925 13.1 -0.15 0.0 -2.1 -2.0 52.0749812075
12.925 13.1 -0.15 0.0 -2.0 -1.9 39.1178425853
12.925 13.1 -0.15 0.0 -1.9 -1.8 31.136002873
12.925 13.1 -0.15 0.0 -1.8 -1.7 50.046198813
12.925 13.1 -0.15 0.0 -1.7 -1.6 43.8817305213
12.925 13.1 -0.15 0.0 -1.6 -1.5 61.9297932299
12.925 13.1 -0.15 0.0 -1.5 -1.4 38.3653874777
12.925 13.1 -0.15 0.0 -1.4 -1.3 44.9429141405
12.925 13.1 -0.15 0.0 -1.3 -1.2 62.9417131144
12.925 13.1 -0.15 0.0 -1.2 -1.1 39.5104764408
12.925 13.1 -0.15 0.0 -1.1 -1.0 59.6522831364
12.925 13.1 -0.15 0.0 -1.0 -0.9 73.3614802978
12.925 13.1 -0.15 0.0 -0.9 -0.8 67.1620054004
12.925 13.1 -0.15 0.0 -0.8 -0.7 99.4290268707
12.925 13.1 -0.15 0.0 -0.7 -0.6 66.6535838879
12.925 13.1 -0.15 0.0 -0.6 -0.5 60.8581556558
13.1 13.275 -3.0 -2.85 -2.5 -2.4 0.570829361709
13.1 13.275 -3.0 -2.85 -2.4 -2.3 0.703461800612
13.1 13.275 -3.0 -2.85 -2.3 -2.2 1.07533566538
13.1 13.275 -3.0 -2.85 -2.2 -2.1 1.14479699603
13.1 13.275 -3.0 -2.85 -2.1 -2.0 1.44837256015
13.1 13.275 -3.0 -2.85 -2.0 -1.9 1.7054100888
13.1 13.275 -3.0 -2.85 -1.9 -1.8 2.21804038468
13.1 13.275 -3.0 -2.85 -1.8 -1.7 2.80662772275
13.1 13.275 -3.0 -2.85 -1.7 -1.6 3.11534519055
13.1 13.275 -3.0 -2.85 -1.6 -1.5 4.00702670899
13.1 13.275 -3.0 -2.85 -1.5 -1.4 4.43796976891
13.1 13.275 -3.0 -2.85 -1.4 -1.3 6.47015866997
13.1 13.275 -3.0 -2.85 -1.3 -1.2 8.51363165841
13.1 13.275 -3.0 -2.85 -1.2 -1.1 8.47593062552
13.1 13.275 -3.0 -2.85 -1.1 -1.0 10.7695051187
13.1 13.275 -3.0 -2.85 -1.0 -0.9 12.4996465507
13.1 13.275 -3.0 -2.85 -0.9 -0.8 13.897426741
13.1 13.275 -3.0 -2.85 -0.8 -0.7 12.8626727561
13.1 13.275 -3.0 -2.85 -0.7 -0.6 7.17188302683
13.1 13.275 -3.0 -2.85 -0.6 -0.5 26.7385758247
13.1 13.275 -2.85 -2.7 -2.5 -2.4 0.59131447431
13.1 13.275 -2.85 -2.7 -2.4 -2.3 0.713151117027
13.1 13.275 -2.85 -2.7 -2.3 -2.2 0.977086104112
13.1 13.275 -2.85 -2.7 -2.2 -2.1 1.05054658633
13.1 13.275 -2.85 -2.7 -2.1 -2.0 1.38248090185
13.1 13.275 -2.85 -2.7 -2.0 -1.9 1.73906497908
13.1 13.275 -2.85 -2.7 -1.9 -1.8 2.2210769146
13.1 13.275 -2.85 -2.7 -1.8 -1.7 2.65838188556
13.1 13.275 -2.85 -2.7 -1.7 -1.6 3.23388332253
13.1 13.275 -2.85 -2.7 -1.6 -1.5 4.00671135715
13.1 13.275 -2.85 -2.7 -1.5 -1.4 4.71452174204
13.1 13.275 -2.85 -2.7 -1.4 -1.3 5.96570287142
13.1 13.275 -2.85 -2.7 -1.3 -1.2 7.96125021203
13.1 13.275 -2.85 -2.7 -1.2 -1.1 10.2537979002
13.1 13.275 -2.85 -2.7 -1.1 -1.0 10.8830263941
13.1 13.275 -2.85 -2.7 -1.0 -0.9 13.2796721927
13.1 13.275 -2.85 -2.7 -0.9 -0.8 30.0949333886
13.1 13.275 -2.85 -2.7 -0.8 -0.7 19.5296520488
13.1 13.275 -2.85 -2.7 -0.7 -0.6 13.5172141985
13.1 13.275 -2.85 -2.7 -0.6 -0.5 130.458137995
13.1 13.275 -2.7 -2.55 -2.5 -2.4 0.644163030957
13.1 13.275 -2.7 -2.55 -2.4 -2.3 0.754101400181
13.1 13.275 -2.7 -2.55 -2.3 -2.2 0.873690304329
13.1 13.275 -2.7 -2.55 -2.2 -2.1 1.08347537127
13.1 13.275 -2.7 -2.55 -2.1 -2.0 1.37626798087
13.1 13.275 -2.7 -2.55 -2.0 -1.9 1.72983338907
13.1 13.275 -2.7 -2.55 -1.9 -1.8 2.14578472052
13.1 13.275 -2.7 -2.55 -1.8 -1.7 2.65367512602
13.1 13.275 -2.7 -2.55 -1.7 -1.6 3.39440570374
13.1 13.275 -2.7 -2.55 -1.6 -1.5 4.2811504916
13.1 13.275 -2.7 -2.55 -1.5 -1.4 5.40577795712
13.1 13.275 -2.7 -2.55 -1.4 -1.3 5.9365618147
13.1 13.275 -2.7 -2.55 -1.3 -1.2 7.1044913272
13.1 13.275 -2.7 -2.55 -1.2 -1.1 9.86853688117
13.1 13.275 -2.7 -2.55 -1.1 -1.0 10.2363078928
13.1 13.275 -2.7 -2.55 -1.0 -0.9 12.4132909547
13.1 13.275 -2.7 -2.55 -0.9 -0.8 17.0028167901
13.1 13.275 -2.7 -2.55 -0.8 -0.7 14.0499108981
13.1 13.275 -2.7 -2.55 -0.7 -0.6 33.90558347
13.1 13.275 -2.7 -2.55 -0.6 -0.5 40.5852565744
13.1 13.275 -2.55 -2.4 -2.5 -2.4 0.781952862784
