#(1) log(M_min) log of the minimum halo mass of the selection in logscale (in units of Msol/h)
#(2) log(M_max) log of the maximum halo mass of the selection in logscale (in units of Msol/h)
#(3) log(dM_min) log of the minimum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(4) log(dM_max) log of the maximum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(5) log(dz_min) log of the minimum change of redshift of the selection in logscale (calculated as z1-z2)
#(6) log(dz_max) log of the maximum change of redshift of the selection in logscale (calculated as z1-z2)
#(7) Dir
#log(M_min)	log(M_max)	log(dM_min)	log(dM_max)	log(dz_min)	log(dz_max)	Dir
11.0 11.175 -0.45 -0.3 -0.9 -0.8 123.712244638
11.0 11.175 -0.45 -0.3 -0.8 -0.7 116.880327094
11.0 11.175 -0.45 -0.3 -0.7 -0.6 140.432050105
11.0 11.175 -0.45 -0.3 -0.6 -0.5 155.214120111
11.0 11.175 -0.3 -0.15 -2.5 -2.4 111.798771046
11.0 11.175 -0.3 -0.15 -2.4 -2.3 95.2350975105
11.0 11.175 -0.3 -0.15 -2.3 -2.2 154.201671423
11.0 11.175 -0.3 -0.15 -2.2 -2.1 109.440742705
11.0 11.175 -0.3 -0.15 -2.1 -2.0 83.7868468071
11.0 11.175 -0.3 -0.15 -2.0 -1.9 101.912964365
11.0 11.175 -0.3 -0.15 -1.9 -1.8 45.3280253422
11.0 11.175 -0.3 -0.15 -1.8 -1.7 56.6891756866
11.0 11.175 -0.3 -0.15 -1.7 -1.6 67.7656296443
11.0 11.175 -0.3 -0.15 -1.6 -1.5 94.0702525243
11.0 11.175 -0.3 -0.15 -1.5 -1.4 99.536793736
11.0 11.175 -0.3 -0.15 -1.4 -1.3 113.692227247
11.0 11.175 -0.3 -0.15 -1.3 -1.2 148.644454545
11.0 11.175 -0.3 -0.15 -1.2 -1.1 73.7011162722
11.0 11.175 -0.3 -0.15 -1.1 -1.0 134.685510746
11.0 11.175 -0.3 -0.15 -1.0 -0.9 41.2159064075
11.0 11.175 -0.3 -0.15 -0.9 -0.8 138.767865652
11.0 11.175 -0.3 -0.15 -0.8 -0.7 160.542060364
11.0 11.175 -0.3 -0.15 -0.7 -0.6 152.43562399
11.0 11.175 -0.3 -0.15 -0.6 -0.5 170.360014442
11.0 11.175 -0.15 0.0 -2.5 -2.4 97.956929395
11.0 11.175 -0.15 0.0 -2.4 -2.3 46.4826521757
11.0 11.175 -0.15 0.0 -2.3 -2.2 143.54235497
11.0 11.175 -0.15 0.0 -2.2 -2.1 79.2023911282
11.0 11.175 -0.15 0.0 -2.1 -2.0 57.7884630713
11.0 11.175 -0.15 0.0 -2.0 -1.9 108.902116344
11.0 11.175 -0.15 0.0 -1.9 -1.8 67.3256248108
11.0 11.175 -0.15 0.0 -1.8 -1.7 106.6562678
11.0 11.175 -0.15 0.0 -1.7 -1.6 108.020766998
11.0 11.175 -0.15 0.0 -1.6 -1.5 133.896516464
11.0 11.175 -0.15 0.0 -1.5 -1.4 102.432025498
11.0 11.175 -0.15 0.0 -1.4 -1.3 146.43488321
11.0 11.175 -0.15 0.0 -1.3 -1.2 173.75468254
11.0 11.175 -0.15 0.0 -1.2 -1.1 133.853688576
11.0 11.175 -0.15 0.0 -1.1 -1.0 130.654305149
11.0 11.175 -0.15 0.0 -1.0 -0.9 117.385143186
11.0 11.175 -0.15 0.0 -0.9 -0.8 166.918572495
11.0 11.175 -0.15 0.0 -0.8 -0.7 102.939783726
11.0 11.175 -0.15 0.0 -0.7 -0.6 -99.0
11.0 11.175 -0.15 0.0 -0.6 -0.5 -99.0
11.175 11.35 -3.0 -2.85 -2.5 -2.4 96.0328667574
11.175 11.35 -3.0 -2.85 -2.4 -2.3 95.8779915845
11.175 11.35 -3.0 -2.85 -2.3 -2.2 95.3117531537
11.175 11.35 -3.0 -2.85 -2.2 -2.1 95.415809726
11.175 11.35 -3.0 -2.85 -2.1 -2.0 95.6047234763
11.175 11.35 -3.0 -2.85 -2.0 -1.9 96.2992545527
11.175 11.35 -3.0 -2.85 -1.9 -1.8 95.4451043616
11.175 11.35 -3.0 -2.85 -1.8 -1.7 92.3805115824
11.175 11.35 -3.0 -2.85 -1.7 -1.6 90.2811873563
11.175 11.35 -3.0 -2.85 -1.6 -1.5 87.8383644339
11.175 11.35 -3.0 -2.85 -1.5 -1.4 85.4839530409
11.175 11.35 -3.0 -2.85 -1.4 -1.3 83.5408454894
11.175 11.35 -3.0 -2.85 -1.3 -1.2 82.8379328504
11.175 11.35 -3.0 -2.85 -1.2 -1.1 82.6948108716
11.175 11.35 -3.0 -2.85 -1.1 -1.0 85.2120024414
11.175 11.35 -3.0 -2.85 -1.0 -0.9 86.486533692
11.175 11.35 -3.0 -2.85 -0.9 -0.8 88.4291654996
11.175 11.35 -3.0 -2.85 -0.8 -0.7 101.540932702
11.175 11.35 -3.0 -2.85 -0.7 -0.6 114.037452378
11.175 11.35 -3.0 -2.85 -0.6 -0.5 113.287899157
11.175 11.35 -2.85 -2.7 -2.5 -2.4 95.9458443088
11.175 11.35 -2.85 -2.7 -2.4 -2.3 95.4262711273
11.175 11.35 -2.85 -2.7 -2.3 -2.2 95.8375621328
11.175 11.35 -2.85 -2.7 -2.2 -2.1 95.3346244417
11.175 11.35 -2.85 -2.7 -2.1 -2.0 95.4171232958
11.175 11.35 -2.85 -2.7 -2.0 -1.9 95.8655442575
11.175 11.35 -2.85 -2.7 -1.9 -1.8 95.0502936621
11.175 11.35 -2.85 -2.7 -1.8 -1.7 92.7862488994
11.175 11.35 -2.85 -2.7 -1.7 -1.6 89.8195707535
11.175 11.35 -2.85 -2.7 -1.6 -1.5 87.6824209209
11.175 11.35 -2.85 -2.7 -1.5 -1.4 84.9070943793
11.175 11.35 -2.85 -2.7 -1.4 -1.3 83.9697097491
11.175 11.35 -2.85 -2.7 -1.3 -1.2 82.0917078109
11.175 11.35 -2.85 -2.7 -1.2 -1.1 82.2682500471
11.175 11.35 -2.85 -2.7 -1.1 -1.0 84.0621161726
11.175 11.35 -2.85 -2.7 -1.0 -0.9 85.5287764383
11.175 11.35 -2.85 -2.7 -0.9 -0.8 89.5796103064
11.175 11.35 -2.85 -2.7 -0.8 -0.7 100.307078396
11.175 11.35 -2.85 -2.7 -0.7 -0.6 109.535687218
11.175 11.35 -2.85 -2.7 -0.6 -0.5 107.478182244
11.175 11.35 -2.7 -2.55 -2.5 -2.4 -99.0
11.175 11.35 -2.7 -2.55 -2.4 -2.3 95.367897582
11.175 11.35 -2.7 -2.55 -2.3 -2.2 94.625334838
11.175 11.35 -2.7 -2.55 -2.2 -2.1 95.4095071965
11.175 11.35 -2.7 -2.55 -2.1 -2.0 96.1079552951
11.175 11.35 -2.7 -2.55 -2.0 -1.9 96.1971121188
11.175 11.35 -2.7 -2.55 -1.9 -1.8 94.9235061555
11.175 11.35 -2.7 -2.55 -1.8 -1.7 92.8194292123
11.175 11.35 -2.7 -2.55 -1.7 -1.6 90.8066657465
11.175 11.35 -2.7 -2.55 -1.6 -1.5 87.6428691049
11.175 11.35 -2.7 -2.55 -1.5 -1.4 85.1227995078
11.175 11.35 -2.7 -2.55 -1.4 -1.3 84.1140408232
11.175 11.35 -2.7 -2.55 -1.3 -1.2 82.6637310626
11.175 11.35 -2.7 -2.55 -1.2 -1.1 83.5434770483
11.175 11.35 -2.7 -2.55 -1.1 -1.0 84.6858908506
11.175 11.35 -2.7 -2.55 -1.0 -0.9 87.704110358
11.175 11.35 -2.7 -2.55 -0.9 -0.8 90.4709655726
11.175 11.35 -2.7 -2.55 -0.8 -0.7 102.106325791
11.175 11.35 -2.7 -2.55 -0.7 -0.6 117.517520063
11.175 11.35 -2.7 -2.55 -0.6 -0.5 115.498431698
11.175 11.35 -2.55 -2.4 -2.5 -2.4 95.3636699932
11.175 11.35 -2.55 -2.4 -2.4 -2.3 94.9689778389
11.175 11.35 -2.55 -2.4 -2.3 -2.2 94.5503731082
11.175 11.35 -2.55 -2.4 -2.2 -2.1 94.9234018485
11.175 11.35 -2.55 -2.4 -2.1 -2.0 95.3442157846
11.175 11.35 -2.55 -2.4 -2.0 -1.9 95.8697979
11.175 11.35 -2.55 -2.4 -1.9 -1.8 94.5774678462
11.175 11.35 -2.55 -2.4 -1.8 -1.7 92.7023488208
11.175 11.35 -2.55 -2.4 -1.7 -1.6 90.3620608313
11.175 11.35 -2.55 -2.4 -1.6 -1.5 87.8573400371
11.175 11.35 -2.55 -2.4 -1.5 -1.4 84.9012517059
11.175 11.35 -2.55 -2.4 -1.4 -1.3 84.0438662274
11.175 11.35 -2.55 -2.4 -1.3 -1.2 82.7329964741
11.175 11.35 -2.55 -2.4 -1.2 -1.1 82.6421679118
11.175 11.35 -2.55 -2.4 -1.1 -1.0 84.0773997604
11.175 11.35 -2.55 -2.4 -1.0 -0.9 87.1950712967
11.175 11.35 -2.55 -2.4 -0.9 -0.8 92.0428256731
11.175 11.35 -2.55 -2.4 -0.8 -0.7 99.9497055036
11.175 11.35 -2.55 -2.4 -0.7 -0.6 110.621448627
11.175 11.35 -2.55 -2.4 -0.6 -0.5 123.794154674
11.175 11.35 -2.4 -2.25 -2.5 -2.4 94.7271939175
11.175 11.35 -2.4 -2.25 -2.4 -2.3 94.2385371355
11.175 11.35 -2.4 -2.25 -2.3 -2.2 93.0873998679
11.175 11.35 -2.4 -2.25 -2.2 -2.1 94.2057302544
11.175 11.35 -2.4 -2.25 -2.1 -2.0 94.6749253805
11.175 11.35 -2.4 -2.25 -2.0 -1.9 95.3142359869
11.175 11.35 -2.4 -2.25 -1.9 -1.8 94.6726200909
11.175 11.35 -2.4 -2.25 -1.8 -1.7 92.4892456188
11.175 11.35 -2.4 -2.25 -1.7 -1.6 90.3953754859
11.175 11.35 -2.4 -2.25 -1.6 -1.5 87.6621310895
11.175 11.35 -2.4 -2.25 -1.5 -1.4 85.0876157969
11.175 11.35 -2.4 -2.25 -1.4 -1.3 84.4824182993
11.175 11.35 -2.4 -2.25 -1.3 -1.2 83.4117064283
11.175 11.35 -2.4 -2.25 -1.2 -1.1 84.5528567335
11.175 11.35 -2.4 -2.25 -1.1 -1.0 84.0189533538
11.175 11.35 -2.4 -2.25 -1.0 -0.9 88.236171471
11.175 11.35 -2.4 -2.25 -0.9 -0.8 91.9889850222
11.175 11.35 -2.4 -2.25 -0.8 -0.7 98.2523539218
11.175 11.35 -2.4 -2.25 -0.7 -0.6 114.883696681
11.175 11.35 -2.4 -2.25 -0.6 -0.5 111.986294048
11.175 11.35 -2.25 -2.1 -2.5 -2.4 92.4700099649
11.175 11.35 -2.25 -2.1 -2.4 -2.3 92.5020957832
11.175 11.35 -2.25 -2.1 -2.3 -2.2 91.527538892
11.175 11.35 -2.25 -2.1 -2.2 -2.1 92.2918505696
11.175 11.35 -2.25 -2.1 -2.1 -2.0 93.2257674456
11.175 11.35 -2.25 -2.1 -2.0 -1.9 94.3379762623
11.175 11.35 -2.25 -2.1 -1.9 -1.8 93.8544734528
11.175 11.35 -2.25 -2.1 -1.8 -1.7 92.0517877374
11.175 11.35 -2.25 -2.1 -1.7 -1.6 89.9838727049
11.175 11.35 -2.25 -2.1 -1.6 -1.5 87.6957623526
11.175 11.35 -2.25 -2.1 -1.5 -1.4 85.517646445
11.175 11.35 -2.25 -2.1 -1.4 -1.3 84.4459034237
11.175 11.35 -2.25 -2.1 -1.3 -1.2 83.4781959409
11.175 11.35 -2.25 -2.1 -1.2 -1.1 83.4127058802
11.175 11.35 -2.25 -2.1 -1.1 -1.0 84.6603772939
11.175 11.35 -2.25 -2.1 -1.0 -0.9 87.6886301969
11.175 11.35 -2.25 -2.1 -0.9 -0.8 91.8261940156
11.175 11.35 -2.25 -2.1 -0.8 -0.7 100.709817647
11.175 11.35 -2.25 -2.1 -0.7 -0.6 108.39292971
11.175 11.35 -2.25 -2.1 -0.6 -0.5 119.526863809
11.175 11.35 -2.1 -1.95 -2.5 -2.4 88.6220993931
11.175 11.35 -2.1 -1.95 -2.4 -2.3 87.7193053438
11.175 11.35 -2.1 -1.95 -2.3 -2.2 86.1383124034
11.175 11.35 -2.1 -1.95 -2.2 -2.1 88.1989447438
11.175 11.35 -2.1 -1.95 -2.1 -2.0 89.983319016
11.175 11.35 -2.1 -1.95 -2.0 -1.9 92.0239404436
11.175 11.35 -2.1 -1.95 -1.9 -1.8 91.8611000798
11.175 11.35 -2.1 -1.95 -1.8 -1.7 90.7192502901
11.175 11.35 -2.1 -1.95 -1.7 -1.6 89.2288952287
11.175 11.35 -2.1 -1.95 -1.6 -1.5 86.8935994389
11.175 11.35 -2.1 -1.95 -1.5 -1.4 85.0426313383
11.175 11.35 -2.1 -1.95 -1.4 -1.3 84.4257288471
11.175 11.35 -2.1 -1.95 -1.3 -1.2 83.3997581906
11.175 11.35 -2.1 -1.95 -1.2 -1.1 83.3828085753
11.175 11.35 -2.1 -1.95 -1.1 -1.0 84.4453065471
11.175 11.35 -2.1 -1.95 -1.0 -0.9 87.2754501871
11.175 11.35 -2.1 -1.95 -0.9 -0.8 91.4431260192
11.175 11.35 -2.1 -1.95 -0.8 -0.7 100.087730584
11.175 11.35 -2.1 -1.95 -0.7 -0.6 110.72280872
11.175 11.35 -2.1 -1.95 -0.6 -0.5 113.0971387
11.175 11.35 -1.95 -1.8 -2.5 -2.4 83.1986155235
11.175 11.35 -1.95 -1.8 -2.4 -2.3 80.3180232192
11.175 11.35 -1.95 -1.8 -2.3 -2.2 78.6653000147
11.175 11.35 -1.95 -1.8 -2.2 -2.1 81.0343557772
11.175 11.35 -1.95 -1.8 -2.1 -2.0 83.4730786893
11.175 11.35 -1.95 -1.8 -2.0 -1.9 86.3342137145
11.175 11.35 -1.95 -1.8 -1.9 -1.8 87.7480882887
11.175 11.35 -1.95 -1.8 -1.8 -1.7 87.6631984666
11.175 11.35 -1.95 -1.8 -1.7 -1.6 86.9565702938
11.175 11.35 -1.95 -1.8 -1.6 -1.5 85.7035134129
11.175 11.35 -1.95 -1.8 -1.5 -1.4 84.3175417295
11.175 11.35 -1.95 -1.8 -1.4 -1.3 83.9445390142
11.175 11.35 -1.95 -1.8 -1.3 -1.2 83.4905227645
11.175 11.35 -1.95 -1.8 -1.2 -1.1 82.7592793314
11.175 11.35 -1.95 -1.8 -1.1 -1.0 84.5899531148
11.175 11.35 -1.95 -1.8 -1.0 -0.9 88.7133953387
11.175 11.35 -1.95 -1.8 -0.9 -0.8 90.6942602203
11.175 11.35 -1.95 -1.8 -0.8 -0.7 99.0211820044
11.175 11.35 -1.95 -1.8 -0.7 -0.6 111.830757873
11.175 11.35 -1.95 -1.8 -0.6 -0.5 118.646809225
11.175 11.35 -1.8 -1.65 -2.5 -2.4 -99.0
11.175 11.35 -1.8 -1.65 -2.4 -2.3 70.7365554089
11.175 11.35 -1.8 -1.65 -2.3 -2.2 73.043669833
11.175 11.35 -1.8 -1.65 -2.2 -2.1 71.7966833708
11.175 11.35 -1.8 -1.65 -2.1 -2.0 71.8340344565
11.175 11.35 -1.8 -1.65 -2.0 -1.9 75.4173152905
11.175 11.35 -1.8 -1.65 -1.9 -1.8 78.6897128401
11.175 11.35 -1.8 -1.65 -1.8 -1.7 80.8160251514
11.175 11.35 -1.8 -1.65 -1.7 -1.6 81.9327881335
11.175 11.35 -1.8 -1.65 -1.6 -1.5 82.2362647454
11.175 11.35 -1.8 -1.65 -1.5 -1.4 82.1997492578
11.175 11.35 -1.8 -1.65 -1.4 -1.3 82.6059391491
11.175 11.35 -1.8 -1.65 -1.3 -1.2 82.6046516422
11.175 11.35 -1.8 -1.65 -1.2 -1.1 83.2699983364
11.175 11.35 -1.8 -1.65 -1.1 -1.0 84.2330445166
11.175 11.35 -1.8 -1.65 -1.0 -0.9 86.8660335881
11.175 11.35 -1.8 -1.65 -0.9 -0.8 90.9975389088
11.175 11.35 -1.8 -1.65 -0.8 -0.7 98.8111843252
11.175 11.35 -1.8 -1.65 -0.7 -0.6 110.784891719
11.175 11.35 -1.8 -1.65 -0.6 -0.5 114.659281924
11.175 11.35 -1.65 -1.5 -2.5 -2.4 81.0683443006
11.175 11.35 -1.65 -1.5 -2.4 -2.3 64.416143514
11.175 11.35 -1.65 -1.5 -2.3 -2.2 68.7742005183
11.175 11.35 -1.65 -1.5 -2.2 -2.1 65.1073091174
11.175 11.35 -1.65 -1.5 -2.1 -2.0 61.480635837
11.175 11.35 -1.65 -1.5 -2.0 -1.9 62.3723954154
11.175 11.35 -1.65 -1.5 -1.9 -1.8 64.9747679232
11.175 11.35 -1.65 -1.5 -1.8 -1.7 68.6546107454
11.175 11.35 -1.65 -1.5 -1.7 -1.6 72.208515454
11.175 11.35 -1.65 -1.5 -1.6 -1.5 74.6042265945
11.175 11.35 -1.65 -1.5 -1.5 -1.4 76.8118272611
11.175 11.35 -1.65 -1.5 -1.4 -1.3 79.1672028842
11.175 11.35 -1.65 -1.5 -1.3 -1.2 80.3798225609
11.175 11.35 -1.65 -1.5 -1.2 -1.1 81.5911942359
11.175 11.35 -1.65 -1.5 -1.1 -1.0 83.1942125484
11.175 11.35 -1.65 -1.5 -1.0 -0.9 86.0530546269
11.175 11.35 -1.65 -1.5 -0.9 -0.8 90.0807954904
11.175 11.35 -1.65 -1.5 -0.8 -0.7 97.4672943593
11.175 11.35 -1.65 -1.5 -0.7 -0.6 110.909629309
11.175 11.35 -1.65 -1.5 -0.6 -0.5 115.238954701
11.175 11.35 -1.5 -1.35 -2.5 -2.4 83.6103225462
11.175 11.35 -1.5 -1.35 -2.4 -2.3 58.9080198646
11.175 11.35 -1.5 -1.35 -2.3 -2.2 69.0820283447
11.175 11.35 -1.5 -1.35 -2.2 -2.1 61.6059064386
11.175 11.35 -1.5 -1.35 -2.1 -2.0 52.9775992377
11.175 11.35 -1.5 -1.35 -2.0 -1.9 52.2889743576
11.175 11.35 -1.5 -1.35 -1.9 -1.8 53.9769069319
11.175 11.35 -1.5 -1.35 -1.8 -1.7 56.1412159084
11.175 11.35 -1.5 -1.35 -1.7 -1.6 58.875105775
11.175 11.35 -1.5 -1.35 -1.6 -1.5 63.3757453647
11.175 11.35 -1.5 -1.35 -1.5 -1.4 67.6256374999
11.175 11.35 -1.5 -1.35 -1.4 -1.3 72.3409585984
11.175 11.35 -1.5 -1.35 -1.3 -1.2 75.6687802394
11.175 11.35 -1.5 -1.35 -1.2 -1.1 78.3209869949
11.175 11.35 -1.5 -1.35 -1.1 -1.0 81.050974661
11.175 11.35 -1.5 -1.35 -1.0 -0.9 84.2349340705
11.175 11.35 -1.5 -1.35 -0.9 -0.8 88.5336756893
11.175 11.35 -1.5 -1.35 -0.8 -0.7 95.7428094104
11.175 11.35 -1.5 -1.35 -0.7 -0.6 107.513415851
11.175 11.35 -1.5 -1.35 -0.6 -0.5 115.573578796
11.175 11.35 -1.35 -1.2 -2.5 -2.4 -99.0
11.175 11.35 -1.35 -1.2 -2.4 -2.3 59.4029171066
11.175 11.35 -1.35 -1.2 -2.3 -2.2 68.9247781931
11.175 11.35 -1.35 -1.2 -2.2 -2.1 62.990860588
11.175 11.35 -1.35 -1.2 -2.1 -2.0 48.7171702198
11.175 11.35 -1.35 -1.2 -2.0 -1.9 46.3331333656
11.175 11.35 -1.35 -1.2 -1.9 -1.8 45.6473418961
11.175 11.35 -1.35 -1.2 -1.8 -1.7 47.338177062
11.175 11.35 -1.35 -1.2 -1.7 -1.6 48.9527560786
11.175 11.35 -1.35 -1.2 -1.6 -1.5 53.3125020289
11.175 11.35 -1.35 -1.2 -1.5 -1.4 56.9383191574
11.175 11.35 -1.35 -1.2 -1.4 -1.3 62.6332815662
11.175 11.35 -1.35 -1.2 -1.3 -1.2 67.7009031252
11.175 11.35 -1.35 -1.2 -1.2 -1.1 72.621706283
11.175 11.35 -1.35 -1.2 -1.1 -1.0 76.7820225919
11.175 11.35 -1.35 -1.2 -1.0 -0.9 80.183112007
11.175 11.35 -1.35 -1.2 -0.9 -0.8 84.9392909544
11.175 11.35 -1.35 -1.2 -0.8 -0.7 92.5972393082
11.175 11.35 -1.35 -1.2 -0.7 -0.6 103.833214529
11.175 11.35 -1.35 -1.2 -0.6 -0.5 114.385810484
11.175 11.35 -1.2 -1.05 -2.5 -2.4 95.833498567
11.175 11.35 -1.2 -1.05 -2.4 -2.3 66.5384698344
11.175 11.35 -1.2 -1.05 -2.3 -2.2 76.6369048591
11.175 11.35 -1.2 -1.05 -2.2 -2.1 66.9723202616
11.175 11.35 -1.2 -1.05 -2.1 -2.0 48.0546158974
11.175 11.35 -1.2 -1.05 -2.0 -1.9 42.7220796531
11.175 11.35 -1.2 -1.05 -1.9 -1.8 42.0653382327
11.175 11.35 -1.2 -1.05 -1.8 -1.7 42.8508364072
11.175 11.35 -1.2 -1.05 -1.7 -1.6 42.5873379214
11.175 11.35 -1.2 -1.05 -1.6 -1.5 46.7320847075
11.175 11.35 -1.2 -1.05 -1.5 -1.4 48.7929675561
11.175 11.35 -1.2 -1.05 -1.4 -1.3 53.0089093132
11.175 11.35 -1.2 -1.05 -1.3 -1.2 57.8267901454
11.175 11.35 -1.2 -1.05 -1.2 -1.1 64.3573106873
11.175 11.35 -1.2 -1.05 -1.1 -1.0 70.009858412
11.175 11.35 -1.2 -1.05 -1.0 -0.9 74.7931974616
11.175 11.35 -1.2 -1.05 -0.9 -0.8 79.7418344427
11.175 11.35 -1.2 -1.05 -0.8 -0.7 87.5718141433
11.175 11.35 -1.2 -1.05 -0.7 -0.6 98.6128413835
11.175 11.35 -1.2 -1.05 -0.6 -0.5 108.161424596
11.175 11.35 -1.05 -0.9 -2.5 -2.4 102.24650723
11.175 11.35 -1.05 -0.9 -2.4 -2.3 85.0003481324
11.175 11.35 -1.05 -0.9 -2.3 -2.2 76.6087934105
11.175 11.35 -1.05 -0.9 -2.2 -2.1 70.6363349224
11.175 11.35 -1.05 -0.9 -2.1 -2.0 53.1153914948
11.175 11.35 -1.05 -0.9 -2.0 -1.9 42.1846478006
11.175 11.35 -1.05 -0.9 -1.9 -1.8 40.8145080108
11.175 11.35 -1.05 -0.9 -1.8 -1.7 40.8599804753
11.175 11.35 -1.05 -0.9 -1.7 -1.6 39.199683819
11.175 11.35 -1.05 -0.9 -1.6 -1.5 43.6369119611
11.175 11.35 -1.05 -0.9 -1.5 -1.4 44.8223249567
11.175 11.35 -1.05 -0.9 -1.4 -1.3 46.3363616139
11.175 11.35 -1.05 -0.9 -1.3 -1.2 50.4483779772
11.175 11.35 -1.05 -0.9 -1.2 -1.1 57.1874543707
11.175 11.35 -1.05 -0.9 -1.1 -1.0 63.7448378713
11.175 11.35 -1.05 -0.9 -1.0 -0.9 69.6050072684
11.175 11.35 -1.05 -0.9 -0.9 -0.8 75.0106783879
11.175 11.35 -1.05 -0.9 -0.8 -0.7 83.4964362958
11.175 11.35 -1.05 -0.9 -0.7 -0.6 90.9912741078
11.175 11.35 -1.05 -0.9 -0.6 -0.5 99.6858613551
11.175 11.35 -0.9 -0.75 -2.5 -2.4 105.24038486
11.175 11.35 -0.9 -0.75 -2.4 -2.3 82.8029193789
11.175 11.35 -0.9 -0.75 -2.3 -2.2 81.5137918126
11.175 11.35 -0.9 -0.75 -2.2 -2.1 73.5164762205
11.175 11.35 -0.9 -0.75 -2.1 -2.0 53.9905095943
11.175 11.35 -0.9 -0.75 -2.0 -1.9 45.5965332369
11.175 11.35 -0.9 -0.75 -1.9 -1.8 40.8323530526
11.175 11.35 -0.9 -0.75 -1.8 -1.7 41.0535508864
11.175 11.35 -0.9 -0.75 -1.7 -1.6 36.4945559709
11.175 11.35 -0.9 -0.75 -1.6 -1.5 42.8090055671
11.175 11.35 -0.9 -0.75 -1.5 -1.4 42.02156675
11.175 11.35 -0.9 -0.75 -1.4 -1.3 42.1680375428
11.175 11.35 -0.9 -0.75 -1.3 -1.2 44.8859191588
11.175 11.35 -0.9 -0.75 -1.2 -1.1 50.845073815
11.175 11.35 -0.9 -0.75 -1.1 -1.0 58.4662843568
11.175 11.35 -0.9 -0.75 -1.0 -0.9 65.5208865911
11.175 11.35 -0.9 -0.75 -0.9 -0.8 70.7468551094
11.175 11.35 -0.9 -0.75 -0.8 -0.7 78.5332741768
11.175 11.35 -0.9 -0.75 -0.7 -0.6 89.126543109
11.175 11.35 -0.9 -0.75 -0.6 -0.5 93.4102159978
11.175 11.35 -0.75 -0.6 -2.5 -2.4 117.391847302
11.175 11.35 -0.75 -0.6 -2.4 -2.3 115.662610276
11.175 11.35 -0.75 -0.6 -2.3 -2.2 72.449694047
11.175 11.35 -0.75 -0.6 -2.2 -2.1 85.2759173719
11.175 11.35 -0.75 -0.6 -2.1 -2.0 68.7349452217
11.175 11.35 -0.75 -0.6 -2.0 -1.9 72.8987999651
11.175 11.35 -0.75 -0.6 -1.9 -1.8 47.4331671389
11.175 11.35 -0.75 -0.6 -1.8 -1.7 45.3475702291
11.175 11.35 -0.75 -0.6 -1.7 -1.6 39.1047878459
11.175 11.35 -0.75 -0.6 -1.6 -1.5 45.1540036484
11.175 11.35 -0.75 -0.6 -1.5 -1.4 43.3288999195
11.175 11.35 -0.75 -0.6 -1.4 -1.3 39.1715436074
11.175 11.35 -0.75 -0.6 -1.3 -1.2 40.8619957448
11.175 11.35 -0.75 -0.6 -1.2 -1.1 47.918894669
11.175 11.35 -0.75 -0.6 -1.1 -1.0 55.8562447228
11.175 11.35 -0.75 -0.6 -1.0 -0.9 63.2325169841
11.175 11.35 -0.75 -0.6 -0.9 -0.8 68.3293564825
11.175 11.35 -0.75 -0.6 -0.8 -0.7 76.2163170437
11.175 11.35 -0.75 -0.6 -0.7 -0.6 83.8737784764
11.175 11.35 -0.75 -0.6 -0.6 -0.5 88.8719506447
11.175 11.35 -0.6 -0.45 -2.5 -2.4 124.057500284
11.175 11.35 -0.6 -0.45 -2.4 -2.3 118.220217991
11.175 11.35 -0.6 -0.45 -2.3 -2.2 79.4368274245
11.175 11.35 -0.6 -0.45 -2.2 -2.1 83.9362111113
11.175 11.35 -0.6 -0.45 -2.1 -2.0 84.1002727037
11.175 11.35 -0.6 -0.45 -2.0 -1.9 107.441033177
11.175 11.35 -0.6 -0.45 -1.9 -1.8 71.7680735664
11.175 11.35 -0.6 -0.45 -1.8 -1.7 62.6943229325
11.175 11.35 -0.6 -0.45 -1.7 -1.6 55.5813180476
11.175 11.35 -0.6 -0.45 -1.6 -1.5 62.0782566975
11.175 11.35 -0.6 -0.45 -1.5 -1.4 59.1729449991
11.175 11.35 -0.6 -0.45 -1.4 -1.3 43.2139306084
11.175 11.35 -0.6 -0.45 -1.3 -1.2 41.2523778902
11.175 11.35 -0.6 -0.45 -1.2 -1.1 51.1263372329
11.175 11.35 -0.6 -0.45 -1.1 -1.0 58.786385631
11.175 11.35 -0.6 -0.45 -1.0 -0.9 68.596745524
11.175 11.35 -0.6 -0.45 -0.9 -0.8 74.1076743052
11.175 11.35 -0.6 -0.45 -0.8 -0.7 81.3784654623
11.175 11.35 -0.6 -0.45 -0.7 -0.6 89.5651254474
11.175 11.35 -0.6 -0.45 -0.6 -0.5 91.5662983171
11.175 11.35 -0.45 -0.3 -2.5 -2.4 110.84934251
11.175 11.35 -0.45 -0.3 -2.4 -2.3 145.116743911
11.175 11.35 -0.45 -0.3 -2.3 -2.2 90.0835355102
11.175 11.35 -0.45 -0.3 -2.2 -2.1 82.576310746
11.175 11.35 -0.45 -0.3 -2.1 -2.0 86.5856587621
11.175 11.35 -0.45 -0.3 -2.0 -1.9 100.497289016
11.175 11.35 -0.45 -0.3 -1.9 -1.8 68.6950469256
11.175 11.35 -0.45 -0.3 -1.8 -1.7 72.1830427227
11.175 11.35 -0.45 -0.3 -1.7 -1.6 77.5877107638
11.175 11.35 -0.45 -0.3 -1.6 -1.5 75.1459533958
